event,RMSE,MSE,MAE,WAE,time
uGauss3_AMORE::train_ADAPTgd_01,4.7958,22.9994,3.8766,12.5557,0.04
uGauss3_AMORE::train_ADAPTgd_02,4.9461,24.4637,4.0536,12.8336,0.05
uGauss3_AMORE::train_ADAPTgd_03,4.8918,23.9301,4.0048,12.5672,0.06
uGauss3_AMORE::train_ADAPTgd_04,4.8031,23.0701,3.8748,12.4516,0.05
uGauss3_AMORE::train_ADAPTgd_05,4.8043,23.0814,3.9113,12.6393,0.03
uGauss3_AMORE::train_ADAPTgdwm_01,5.1079,26.0902,3.6709,20.032,0.08
uGauss3_AMORE::train_ADAPTgdwm_02,6.514,42.4322,4.101,27.2949,0.08
uGauss3_AMORE::train_ADAPTgdwm_03,4.4658,19.9431,3.408,15.0898,0.08
uGauss3_AMORE::train_ADAPTgdwm_04,4.7235,22.3115,3.4848,17.7956,0.08
uGauss3_AMORE::train_ADAPTgdwm_05,5.8725,34.486,3.9506,24.3092,0.08
uGauss3_AMORE::train_BATCHgd_01,5.0863,25.87,3.9667,14.4411,1.56
uGauss3_AMORE::train_BATCHgd_02,5.2672,27.743,4.1337,14.7909,1.53
uGauss3_AMORE::train_BATCHgd_03,5.49,30.1402,4.2873,15.479,1.55
uGauss3_AMORE::train_BATCHgd_04,5.7295,32.8269,4.4443,16.1915,1.57
uGauss3_AMORE::train_BATCHgd_05,5.2682,27.7539,4.1233,14.8772,1.57
uGauss3_AMORE::train_BATCHgdwm_01,5.2355,27.4101,4.1127,14.6942,1.56
uGauss3_AMORE::train_BATCHgdwm_02,5.4964,30.2099,4.3023,15.3054,1.58
uGauss3_AMORE::train_BATCHgdwm_03,5.4449,29.6468,4.2755,15.3318,1.57
uGauss3_AMORE::train_BATCHgdwm_04,5.2024,27.0652,4.0847,14.7918,1.56
uGauss3_AMORE::train_BATCHgdwm_05,5.0868,25.8757,3.9642,14.3059,1.56
uGauss3_ANN2::neuralnetwork_sgd_01,5.1355,26.3732,4.0724,14.9861,0.1
uGauss3_ANN2::neuralnetwork_sgd_02,4.866,23.6779,3.8567,14.4928,0.07
uGauss3_ANN2::neuralnetwork_sgd_03,5.0266,25.2666,4.0059,14.7933,0.08
uGauss3_ANN2::neuralnetwork_sgd_04,4.8318,23.3462,3.8277,13.6047,0.09
uGauss3_ANN2::neuralnetwork_sgd_05,4.8821,23.8352,3.7862,14.3104,0.06
uGauss3_ANN2::neuralnetwork_adam_01,3.6215,13.115,2.8742,10.738,0.09
uGauss3_ANN2::neuralnetwork_adam_02,3.6437,13.2764,2.89,10.5979,0.08
uGauss3_ANN2::neuralnetwork_adam_03,3.8589,14.8907,3.1142,10.5774,0.08
uGauss3_ANN2::neuralnetwork_adam_04,3.1354,9.8308,2.4941,9.1757,0.08
uGauss3_ANN2::neuralnetwork_adam_05,3.6553,13.3612,2.8999,11.9984,0.08
uGauss3_ANN2::neuralnetwork_rmsprop_01,3.0923,9.5623,2.4316,9.642,0.08
uGauss3_ANN2::neuralnetwork_rmsprop_02,3.6302,13.1783,2.8585,10.8376,0.1
uGauss3_ANN2::neuralnetwork_rmsprop_03,3.2852,10.7924,2.5929,9.6334,0.07
uGauss3_ANN2::neuralnetwork_rmsprop_04,2.9727,8.8369,2.3524,8.0896,0.08
uGauss3_ANN2::neuralnetwork_rmsprop_05,3.6657,13.4375,2.8933,10.9933,0.08
uGauss3_automl::automl_train_manual_trainwgrad_RMSprop_01,3.5555,12.6418,2.9084,9.4194,4.42
uGauss3_automl::automl_train_manual_trainwgrad_RMSprop_02,3.7519,14.0768,3.0224,12.6573,4.39
uGauss3_automl::automl_train_manual_trainwgrad_RMSprop_03,3.6732,13.4926,2.9541,11.8905,4.39
uGauss3_automl::automl_train_manual_trainwgrad_RMSprop_04,3.753,14.0851,3.0644,10.6633,4.42
uGauss3_automl::automl_train_manual_trainwgrad_RMSprop_05,3.8562,14.8702,3.0639,12.5826,4.37
uGauss3_automl::automl_train_manual_trainwgrad_adam_01,3.4986,12.2402,2.725,10.612,4.97
uGauss3_automl::automl_train_manual_trainwgrad_adam_02,3.7111,13.7726,2.9354,9.7689,4.96
uGauss3_automl::automl_train_manual_trainwgrad_adam_03,3.2141,10.3307,2.506,8.9304,4.97
uGauss3_automl::automl_train_manual_trainwgrad_adam_04,3.1214,9.7433,2.4527,8.6465,5.05
uGauss3_automl::automl_train_manual_trainwgrad_adam_05,3.9081,15.2735,3.2129,10.8696,4.97
uGauss3_automl::automl_train_manual_trainwpso_01,8.3558,69.819,6.7538,20.0899,6.31
uGauss3_automl::automl_train_manual_trainwpso_02,4.8318,23.3466,3.8433,14.7445,6
uGauss3_automl::automl_train_manual_trainwpso_03,8.2052,67.3261,6.5614,19.7343,3.09
uGauss3_automl::automl_train_manual_trainwpso_04,6.1129,37.3674,4.3127,21.087,6.52
uGauss3_automl::automl_train_manual_trainwpso_05,6.6613,44.3733,4.7306,25.7782,11.01
uGauss3_brnn::brnn_Gauss-Newton_01,2.8273,7.9934,2.2154,7.6585,0.03
uGauss3_brnn::brnn_Gauss-Newton_02,3.1967,10.2188,2.5109,10.0172,0.03
uGauss3_brnn::brnn_Gauss-Newton_03,2.8273,7.9934,2.2154,7.6585,0.01
uGauss3_brnn::brnn_Gauss-Newton_04,3.1966,10.2185,2.5109,10.0153,0.03
uGauss3_brnn::brnn_Gauss-Newton_05,3.1966,10.2185,2.5109,10.0153,0.03
uGauss3_CaDENCE::cadence.fit_optim_01,8.8408,78.159,6.1257,30.7129,2.39
uGauss3_CaDENCE::cadence.fit_optim_02,3.5183,12.3785,2.5873,11.4276,2.34
uGauss3_CaDENCE::cadence.fit_optim_03,2.7408,7.512,2.1401,7.6758,2.34
uGauss3_CaDENCE::cadence.fit_optim_04,2.4116,5.8157,1.9152,7.2932,2.22
uGauss3_CaDENCE::cadence.fit_optim_05,2.8622,8.1924,2.2233,7.871,2.38
uGauss3_CaDENCE::cadence.fit_psoptim_01,15.7434,247.8537,11.9601,36.1191,5.77
uGauss3_CaDENCE::cadence.fit_psoptim_02,12.2802,150.8042,9.1836,34.5796,5.78
uGauss3_CaDENCE::cadence.fit_psoptim_03,10.8502,117.7273,7.272,33.8457,5.69
uGauss3_CaDENCE::cadence.fit_psoptim_04,14.8615,220.8649,11.6021,33.8175,5.79
uGauss3_CaDENCE::cadence.fit_psoptim_05,20.125,405.0146,16.1578,41.9542,5.7
uGauss3_CaDENCE::cadence.fit_Rprop_01,21.0099,441.4177,15.2197,55.8483,5.72
uGauss3_CaDENCE::cadence.fit_Rprop_02,24.1543,583.4279,16.9891,62.6903,5.78
uGauss3_CaDENCE::cadence.fit_Rprop_03,9.1862,84.3868,6.1965,33.9628,5.81
uGauss3_CaDENCE::cadence.fit_Rprop_04,39.4356,1555.1698,23.0706,130.4917,5.8
uGauss3_CaDENCE::cadence.fit_Rprop_05,21.8896,479.1527,13.3676,62.4249,5.84
uGauss3_caret::avNNet_none_01,2.5243,6.372,2.0152,8.0255,0.05
uGauss3_caret::avNNet_none_02,3.5565,12.6488,2.7541,11.0529,0.05
uGauss3_caret::avNNet_none_03,3.3541,11.2497,2.5115,9.7162,0.03
uGauss3_caret::avNNet_none_04,3.0762,9.4632,2.3699,9.67,0.05
uGauss3_caret::avNNet_none_05,3.411,11.6352,2.6101,10.3839,0.05
uGauss3_deepdive::deepnet_gradientDescent_01,32.2441,1039.6844,27.7063,70.1972,6.04
