event,start,end,duration,RMSE,MAE,stars,params,comment
uGauss3_AMORE:ADAPTgd_01,10:56:19.387,10:56:19.728,0.341,4.1215,2.8437,,iter=5000,NA
uGauss3_AMORE:ADAPTgd_02,10:56:19.730,10:56:20.053,0.323,4.0002,2.7913,,iter=5000,NA
uGauss3_AMORE:ADAPTgd_03,10:56:20.055,10:56:20.371,0.316,3.2768,2.5818,,iter=5000,NA
uGauss3_AMORE:ADAPTgd_04,10:56:20.371,10:56:20.701,0.33,4.2829,2.9516,,iter=5000,NA
uGauss3_AMORE:ADAPTgd_05,10:56:20.704,10:56:21.024,0.32,3.3088,2.5812,,iter=5000,NA
uGauss3_AMORE:ADAPTgd_06,10:56:21.026,10:56:21.356,0.33,3.8858,2.7533,,iter=5000,NA
uGauss3_AMORE:ADAPTgd_07,10:56:21.359,10:56:21.682,0.323,3.0614,2.4364,,iter=5000,NA
uGauss3_AMORE:ADAPTgd_08,10:56:21.684,10:56:22.010,0.326,4.2702,3.1725,,iter=5000,NA
uGauss3_AMORE:ADAPTgd_09,10:56:22.012,10:56:22.346,0.334,3.0856,2.4639,,iter=5000,NA
uGauss3_AMORE:ADAPTgd_10,10:56:22.348,10:56:22.681,0.333,3.0188,2.4112,,iter=5000,NA
uGauss3_AMORE:ADAPTgdwm_01,10:57:47.145,10:57:47.574,0.429,5.3603,3.9579,,iter=5000,NA
uGauss3_AMORE:ADAPTgdwm_02,10:57:47.576,10:57:48.013,0.437,4.8524,3.6829,,iter=5000,NA
uGauss3_AMORE:ADAPTgdwm_03,10:57:48.016,10:57:48.449,0.433,5.3759,3.9713,,iter=5000,NA
uGauss3_AMORE:ADAPTgdwm_04,10:57:48.465,10:57:48.904,0.439,4.4738,3.3596,,iter=5000,NA
uGauss3_AMORE:ADAPTgdwm_05,10:57:48.907,10:57:49.340,0.433,2.8941,2.3652,,iter=5000,NA
uGauss3_AMORE:ADAPTgdwm_06,10:57:49.342,10:57:49.797,0.455,3.1067,2.5354,,iter=5000,NA
uGauss3_AMORE:ADAPTgdwm_07,10:57:49.812,10:57:50.260,0.448,6.2297,3.9396,,iter=5000,NA
uGauss3_AMORE:ADAPTgdwm_08,10:57:50.260,10:57:50.705,0.445,5.8605,3.7204,,iter=5000,NA
uGauss3_AMORE:ADAPTgdwm_09,10:57:50.705,10:57:51.152,0.447,3.179,2.492,,iter=5000,NA
uGauss3_AMORE:ADAPTgdwm_10,10:57:51.152,10:57:51.609,0.457,4.4764,3.3619,,iter=5000,NA
uGauss3_AMORE:BATCHgd_01,11:00:25.680,11:00:26.640,0.96,16.5443,13.1154,,iter=5000,NA
uGauss3_AMORE:BATCHgd_02,11:00:26.643,11:00:27.552,0.909,15.0897,11.2722,,iter=5000,NA
uGauss3_AMORE:BATCHgd_03,11:00:27.555,11:00:28.464,0.909,16.813,12.9388,,iter=5000,NA
uGauss3_AMORE:BATCHgd_04,11:00:28.467,11:00:29.359,0.892,14.308,10.7409,,iter=5000,NA
uGauss3_AMORE:BATCHgd_05,11:00:29.374,11:00:30.286,0.912,15.211,11.3973,,iter=5000,NA
uGauss3_AMORE:BATCHgd_06,11:00:30.288,11:00:31.206,0.918,15.9048,12.0457,,iter=5000,NA
uGauss3_AMORE:BATCHgd_07,11:00:31.208,11:00:32.115,0.907,15.5377,12.1134,,iter=5000,NA
uGauss3_AMORE:BATCHgd_08,11:00:32.117,11:00:33.018,0.901,19.3893,15.5305,,iter=5000,NA
uGauss3_AMORE:BATCHgd_09,11:00:33.018,11:00:33.965,0.947,15.6689,12.0934,,iter=5000,NA
uGauss3_AMORE:BATCHgd_10,11:00:33.966,11:00:34.877,0.911,16.9325,13.4817,,iter=5000,NA
uGauss3_AMORE:BATCHgdwm_01,11:02:57.124,11:02:58.029,0.905,30.6517,26.0613,,iter=5000,NA
uGauss3_AMORE:BATCHgdwm_02,11:02:58.045,11:02:58.965,0.92,31.3033,26.7529,,iter=5000,NA
uGauss3_AMORE:BATCHgdwm_03,11:02:58.968,11:02:59.878,0.91,28.186,23.5067,,iter=5000,NA
uGauss3_AMORE:BATCHgdwm_04,11:02:59.878,11:03:00.809,0.931,30.0104,25.5381,,iter=5000,NA
uGauss3_AMORE:BATCHgdwm_05,11:03:00.809,11:03:01.727,0.918,31.6314,27.0942,,iter=5000,NA
uGauss3_AMORE:BATCHgdwm_06,11:03:01.744,11:03:02.665,0.921,30.0865,25.4293,,iter=5000,NA
uGauss3_AMORE:BATCHgdwm_07,11:03:02.665,11:03:03.598,0.933,30.2165,25.5785,,iter=5000,NA
uGauss3_AMORE:BATCHgdwm_08,11:03:03.600,11:03:04.513,0.913,30.5817,26.0433,,iter=5000,NA
uGauss3_AMORE:BATCHgdwm_09,11:03:04.513,11:03:05.466,0.953,31.7421,27.2514,,iter=5000,NA
uGauss3_AMORE:BATCHgdwm_10,11:03:05.466,11:03:06.388,0.922,28.4765,23.7868,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_adam_01,11:09:54.405,11:09:54.860,0.455,3.7289,2.9733,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_adam_02,11:09:54.862,11:09:55.303,0.441,3.3606,2.6193,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_adam_03,11:09:55.306,11:09:55.749,0.443,4.1206,3.2777,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_adam_04,11:09:55.752,11:09:56.179,0.427,3.2844,2.5953,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_adam_05,11:09:56.194,11:09:56.648,0.454,2.3974,1.9045,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_adam_06,11:09:56.648,11:09:57.101,0.453,2.3972,1.8942,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_adam_07,11:09:57.103,11:09:57.555,0.452,3.6575,2.932,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_adam_08,11:09:57.557,11:09:58.005,0.448,2.3321,1.8574,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_adam_09,11:09:58.005,11:09:58.468,0.463,2.658,2.1274,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_adam_10,11:09:58.470,11:09:58.940,0.47,3.3623,2.6863,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_rmsprop_01,11:13:01.912,11:13:02.332,0.42,4.2733,3.4101,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_rmsprop_02,11:13:02.332,11:13:02.756,0.424,3.9805,3.2221,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_rmsprop_03,11:13:02.764,11:13:03.195,0.431,4.2041,3.5289,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_rmsprop_04,11:13:03.195,11:13:03.623,0.428,3.8164,3.2064,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_rmsprop_05,11:13:03.631,11:13:04.066,0.435,3.6695,2.9342,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_rmsprop_06,11:13:04.075,11:13:04.540,0.465,3.5457,2.9432,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_rmsprop_07,11:13:04.540,11:13:04.978,0.438,6.029,5.0674,,iter=5000,NA
uGauss3_ANN2::neuralnetwork_rmsprop_08,11:13:04.978,11:13:05.416,0.438,5.371,4.2558,,iter=5000,NA
