event,start,end,duration,RMSE,MAE,stars,params,comment
uGauss1_AMORE:ADAPTgd_01,10:56:12.342,10:56:12.697,0.355,4.7023,2.9532,,iter=5000,NA
uGauss1_AMORE:ADAPTgd_02,10:56:12.700,10:56:13.058,0.358,2.8302,2.239,,iter=5000,NA
uGauss1_AMORE:ADAPTgd_03,10:56:13.060,10:56:13.416,0.356,2.7726,2.1861,,iter=5000,NA
uGauss1_AMORE:ADAPTgd_04,10:56:13.418,10:56:13.780,0.362,2.8455,2.2586,,iter=5000,NA
uGauss1_AMORE:ADAPTgd_05,10:56:13.783,10:56:14.133,0.35,3.0388,2.4181,,iter=5000,NA
uGauss1_AMORE:ADAPTgd_06,10:56:14.133,10:56:14.507,0.374,2.7816,2.2081,,iter=5000,NA
uGauss1_AMORE:ADAPTgd_07,10:56:14.510,10:56:14.863,0.353,3.485,2.5744,,iter=5000,NA
uGauss1_AMORE:ADAPTgd_08,10:56:14.863,10:56:15.241,0.378,3.3477,2.5326,,iter=5000,NA
uGauss1_AMORE:ADAPTgd_09,10:56:15.244,10:56:15.603,0.359,2.8612,2.2645,,iter=5000,NA
uGauss1_AMORE:ADAPTgd_10,10:56:15.603,10:56:15.990,0.387,3.4289,2.5535,,iter=5000,NA
uGauss1_AMORE:ADAPTgdwm_01,10:57:37.607,10:57:38.100,0.493,29.5312,15.2375,,iter=5000,NA
uGauss1_AMORE:ADAPTgdwm_02,10:57:38.102,10:57:38.600,0.498,29.5363,15.2386,,iter=5000,NA
uGauss1_AMORE:ADAPTgdwm_03,10:57:38.602,10:57:39.114,0.512,28.6423,14.9042,,iter=5000,NA
uGauss1_AMORE:ADAPTgdwm_04,10:57:39.116,10:57:39.604,0.488,4.9322,2.956,,iter=5000,NA
uGauss1_AMORE:ADAPTgdwm_05,10:57:39.604,10:57:40.123,0.519,29.5339,15.2366,,iter=5000,NA
uGauss1_AMORE:ADAPTgdwm_06,10:57:40.125,10:57:40.637,0.512,29.537,15.2369,,iter=5000,NA
uGauss1_AMORE:ADAPTgdwm_07,10:57:40.639,10:57:41.150,0.511,3.9722,2.653,,iter=5000,NA
uGauss1_AMORE:ADAPTgdwm_08,10:57:41.153,10:57:41.657,0.504,4.4247,2.7622,,iter=5000,NA
uGauss1_AMORE:ADAPTgdwm_09,10:57:41.657,10:57:42.173,0.516,3.9833,2.6571,,iter=5000,NA
uGauss1_AMORE:ADAPTgdwm_10,10:57:42.173,10:57:42.681,0.508,4.4692,2.7778,,iter=5000,NA
uGauss1_AMORE:BATCHgd_01,11:00:05.856,11:00:06.947,1.091,28.343,23.7744,,iter=5000,NA
uGauss1_AMORE:BATCHgd_02,11:00:06.947,11:00:07.972,1.025,27.3361,23.3602,,iter=5000,NA
uGauss1_AMORE:BATCHgd_03,11:00:07.974,11:00:09.013,1.039,27.7577,23.6699,,iter=5000,NA
uGauss1_AMORE:BATCHgd_04,11:00:09.013,11:00:10.027,1.014,28.3969,23.7569,,iter=5000,NA
uGauss1_AMORE:BATCHgd_05,11:00:10.029,11:00:10.981,0.952,28.091,23.8226,,iter=5000,NA
uGauss1_AMORE:BATCHgd_06,11:00:10.981,11:00:12.009,1.028,28.2429,23.7639,,iter=5000,NA
uGauss1_AMORE:BATCHgd_07,11:00:12.011,11:00:13.124,1.113,28.2318,23.6902,,iter=5000,NA
uGauss1_AMORE:BATCHgd_08,11:00:13.139,11:00:14.239,1.1,28.3368,23.7467,,iter=5000,NA
uGauss1_AMORE:BATCHgd_09,11:00:14.241,11:00:15.345,1.104,27.2806,23.3406,,iter=5000,NA
uGauss1_AMORE:BATCHgd_10,11:00:15.345,11:00:16.361,1.016,28.3708,23.679,,iter=5000,NA
uGauss1_AMORE:BATCHgdwm_01,11:02:37.569,11:02:38.572,1.003,28.4299,23.7511,,iter=5000,NA
uGauss1_AMORE:BATCHgdwm_02,11:02:38.572,11:02:39.589,1.017,28.3946,23.6529,,iter=5000,NA
uGauss1_AMORE:BATCHgdwm_03,11:02:39.589,11:02:40.605,1.016,28.3957,23.746,,iter=5000,NA
uGauss1_AMORE:BATCHgdwm_04,11:02:40.605,11:02:41.650,1.045,28.469,23.7231,,iter=5000,NA
uGauss1_AMORE:BATCHgdwm_05,11:02:41.650,11:02:42.673,1.023,28.4568,23.8153,,iter=5000,NA
uGauss1_AMORE:BATCHgdwm_06,11:02:42.673,11:02:43.668,0.995,28.44,23.7915,,iter=5000,NA
uGauss1_AMORE:BATCHgdwm_07,11:02:43.670,11:02:44.672,1.002,28.4099,23.7415,,iter=5000,NA
uGauss1_AMORE:BATCHgdwm_08,11:02:44.675,11:02:45.677,1.002,28.4674,23.6978,,iter=5000,NA
uGauss1_AMORE:BATCHgdwm_09,11:02:45.677,11:02:46.677,1,28.3786,23.7873,,iter=5000,NA
uGauss1_AMORE:BATCHgdwm_10,11:02:46.677,11:02:47.694,1.017,28.3758,23.7353,,iter=5000,NA
uGauss1_ANN2::neuralnetwork_adam_01,11:09:44.790,11:09:45.284,0.494,2.2894,1.7841,,iter=5000,NA
uGauss1_ANN2::neuralnetwork_adam_02,11:09:45.286,11:09:45.782,0.496,2.4244,1.8586,,iter=5000,NA
uGauss1_ANN2::neuralnetwork_adam_03,11:09:45.785,11:09:46.275,0.49,2.3341,1.7953,,iter=5000,NA
uGauss1_ANN2::neuralnetwork_adam_04,11:09:46.275,11:09:46.775,0.5,2.5018,1.9676,,iter=5000,NA
